e,PDF1,PDF2,PDF3
0.06536536536536536,4.997646756018498,4.999412626273815,4.999976517058199
0.06556556556556556,4.997581256293349,4.999396245476095,4.999975861751354
0.06576576576576576,4.997515557125617,4.999379814638112,4.9999752044406005
0.06596596596596596,4.997449658523193,4.999363333760359,4.999974545125937
0.06616616616616616,4.997383560493987,4.99934680284333,4.999973883807365
0.06636636636636636,4.997317263045938,4.999330221887523,4.999973220484885
0.06656656656656657,4.997250766187004,4.999313590893436,4.9999725551584975
0.06676676676676677,4.997184069925169,4.99929690986157,4.999971887828205
0.06696696696696697,4.997117174268441,4.999280178792425,4.999971218494006
0.06716716716716717,4.997050079224852,4.999263397686504,4.999970547155903
0.06736736736736737,4.996982784802456,4.99924656654431,4.999969873813896
0.06756756756756757,4.9969152910093335,4.999229685366352,4.999969198467986
0.06776776776776777,4.996847597853587,4.999212754153133,4.999968521118174
0.06796796796796797,4.996779705343345,4.999195772905166,4.99996784176446
0.06816816816816818,4.996711613486756,4.999178741622957,4.999967160406847
0.06836836836836838,4.996643322291997,4.9991616603070215,4.999966477045333
0.06856856856856858,4.996574831767266,4.999144528957871,4.999965791679919
0.06876876876876878,4.996506141920784,4.999127347576021,4.9999651043106095
0.06896896896896898,4.996437252760798,4.999110116161987,4.999964414937401
0.06916916916916918,4.996368164295581,4.999092834716286,4.999963723560296
0.06936936936936938,4.996298876533422,4.999075503239439,4.9999630301792966
0.06956956956956958,4.996229389482643,4.9990581217319665,4.999962334794402
0.06976976976976978,4.996159703151584,4.9990406901943905,4.999961637405614
0.06996996996996996,4.99608981754861,4.999023208627234,4.999960938012931
0.07017017017017016,4.996019732682111,4.999005677031024,4.999960236616359
0.07037037037037036,4.995949448560501,4.998988095406284,4.999959533215893
0.07057057057057056,4.995878965192216,4.998970463753547,4.999958827811537
0.07077077077077076,4.995808282585717,4.9989527820733395,4.999958120403291
0.07097097097097096,4.995737400749491,4.998935050366193,4.999957410991157
0.07117117117117117,4.995666319692042,4.998917268632641,4.999956699575134
0.07137137137137137,4.995595039421907,4.998899436873219,4.999955986155224
0.07157157157157157,4.995523559947639,4.99888155508846,4.999955270731428
0.07177177177177177,4.995451881277821,4.998863623278904,4.999954553303747
0.07197197197197197,4.995380003421054,4.998845641445088,4.999953833872182
0.07217217217217217,4.995307926385967,4.998827609587552,4.999953112436732
0.07237237237237237,4.995235650181212,4.9988095277068405,4.999952388997399
